Director_id,Director_Name,Show_ID,Show_type,Show_Name,release_year,Rating,duration,Genre_name,description,Genre_ID,Actor_name,Actor_id,Rating_id,Source,year_of_award,Awards_id,Award_name
77431,Juraj Šajmovič,477,Movie,The Tour,2016,TV-MA,93 min,"Comedies, Documentaries, International Movies","Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic.",477,Gene Kordas,1890,477,"Schowalter, Weber and Schmidt",1992,683,Best Actor
77819,Stephen Herek,114,Movie,Afterlife of the Party,2021,TV-PG,110 min,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,114,Tobye Kennford,1952,114,"Ritchie, Gutkowski and Block",2003,1371,Best Movie
77931,Alejandro Doria,304,Movie,Esperando la carroza,1985,TV-MA,95 min,"Comedies, Cult Movies, International Movies",Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,304,Kittie Carmont,394,304,"Veum, Casper and Weissnat",2009,566,Best Song
78707,Matt Aselton,623,Movie,Lying and Stealing,2019,R,100 min,Thrillers,"A talented thief teams up with an aspiring actress to steal art from LA's high rollers. For their last heist, they're going for the ultimate: freedom.",623,Neila Woodlands,187,623,Gerhold LLC,1994,1423,Best Song
78963,,68,TV Show,Saved by the Bell,1994,TV-PG,9 Seasons,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",68,Jareb Hawkswood,119,68,Bailey-Bashirian,2013,602,Best Song
79232,,272,TV Show,Brand New Cherry Flavor,2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",272,Elonore Sussex,357,272,Schiller LLC,1995,786,Best Song
80503,Tolulope Itegboje,496,Movie,Awon Boyz,2019,TV-MA,38 min,"Documentaries, International Movies",This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.,496,Heather Loveless,1750,496,"DuBuque, Cummings and Pacocha",2000,1315,Best Script
81695,Seyi Babatope,502,Movie,Mama Drama,2020,TV-MA,105 min,"Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",502,Luisa Howselee,1414,502,"Mayert, King and Walter",1996,39,Critical recognition
82539,,365,TV Show,Centaurworld,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies","On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs.",365,Kilian Tappor,1285,365,Macejkovic Group,1993,502,Best Actress
82685,,554,TV Show,Mortel,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder.",554,Kimberley Revie,1456,554,"Lehner, Pacocha and Gutkowski",1965,935,Best Script
82836,,426,TV Show,Chicago Med,2019,TV-14,5 Seasons,TV Dramas,"The doctors and nurses of Gaffney Chicago Medical Center juggle the busy ER's dramas and dangers in this spinoff of ""Chicago Fire"" and ""Chicago P.D.""",426,Isabeau Fowley,1494,426,Medhurst and Sons,1998,795,Critical recognition
83429,Vinil Mathew,552,Movie,Haseen Dillruba,2021,TV-MA,136 min,"International Movies, Romantic Movies, Thrillers","Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",552,Tamiko Yanov,1622,552,Brekke LLC,1993,347,Critical recognition
83689,,88,TV Show,Titipo Titipo,2019,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,88,Antonetta Kirkman,1904,88,Jast LLC,1999,1328,Critical recognition
83931,Mark Rosman,128,Movie,A Cinderella Story,2004,PG,95 min,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,128,Davis Tuminelli,1860,128,Konopelski and Sons,2010,1450,Best Album
84170,Garrett Bradley,445,TV Show,Naomi Osaka,2021,TV-14,1 Season,Docuseries,This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader.,445,Lorne Lagneaux,943,445,Wehner-Macejkovic,2013,1411,Best Actor
84489,,536,TV Show,Some Assembly Required,2015,TV-Y,2 Seasons,"Kids' TV, TV Comedies",A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,536,Elnore Beauvais,528,536,Daniel-Miller,2011,1018,Critical recognition
85664,Rajiv Chilaka,420,Movie,Chhota Bheem: Bheem vs Aliens,2010,TV-Y7,69 min,"Children & Family Movies, Sports Movies",Space invaders have kidnapped Dholakpur’s king and princess! The only way Bheem can rescue them? Defeat the aliens in a cricket match.,420,Shantee Huitt,957,420,Sauer-Hartmann,2009,209,Best Movie
85729,,528,TV Show,Puffin Rock,2016,TV-Y,2 Seasons,Kids' TV,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.",528,Gladi Brewitt,876,528,Bailey Inc,2008,101,Best Album
85867,,339,TV Show,Hunter X Hunter (2011),2014,TV-14,6 Seasons,"Anime Series, International TV Shows","To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.",339,Farleigh Pollicote,928,339,Veum-Hoppe,2004,812,Best Actor
85949,Mahmoud Karim,428,Movie,Wannabe Courageous,2019,TV-14,90 min,"Comedies, International Movies","When his newlywed wife becomes disenchanted because he failed to protect her from danger, Omar seeks the help of a quirky psychiatrist to win her back.",428,Mozes Pennuzzi,1865,428,"Ferry, Rogahn and Mayer",2002,995,Best Actress
86034,,190,TV Show,Bread Barbershop,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",190,Licha Wolfendale,293,190,Keebler-Hayes,2006,1051,Best Actor
86837,Rajiv Chilaka,424,Movie,Chhota Bheem: Master of Shaolin,2011,TV-Y7,74 min,Children & Family Movies,"Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!",424,Wally Sneaker,960,424,Effertz and Sons,1984,1369,Best Actress
87166,Rajiv Chilaka,408,Movie,Chhota Bheem & Ganesh,2009,TV-Y7,68 min,Children & Family Movies,"Bheem and Lord Ganesha join forces to save Dholakpur from fire-spitting dragons, who have also captured Ganesh’s mouse companion!",408,Tonya Neill,825,408,Cummings-Hand,1996,1480,Best Script
88829,"Jericca Cleland, Kevin Munroe",487,Movie,Ratchet and Clank,2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.,487,Bond McGuiney,1844,487,Stehr and Sons,2007,1104,Best Song
89121,Dennis Dugan,28,Movie,Grown Ups,2010,PG-13,103 min,Comedies,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",28,Torrance Filewood,1827,28,"Tillman, Pfeffer and McKenzie",1996,799,Best Song
89361,,441,TV Show,Explained,2021,TV-MA,3 Seasons,"Docuseries, Science & Nature TV","This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",441,Torie Forstall,1457,441,Jakubowski-Upton,2006,55,Best Actor
89399,,484,Movie,Last Summer,2021,TV-MA,102 min,"Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",484,Katee McCorkell,1475,484,Gislason-Graham,2009,1386,Best Script
89797,Chris Weitz,451,Movie,The Twilight Saga: New Moon,2009,PG-13,131 min,"Dramas, Romantic Movies","Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.",451,Miranda Ovey,1863,451,Mosciski LLC,1987,672,Best Script
89849,,538,TV Show,Terrace House: Opening New Doors,2018,TV-14,6 Seasons,"International TV Shows, Reality TV","A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams.",538,Grete Hovington,1166,538,Dickinson Inc,1994,684,Best Screenplay
89856,Robert O. Peters,614,Movie,Voiceless,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers","A bright and promising young girl gets abducted and taken to a terrorist camp, where she unexpectedly crosses paths with her soulmate.",614,Rennie Goddert.sf,820,614,"Bruen, Beer and Stark",1990,713,Best Album
90399,Sangeeth Sivan,203,Movie,Kyaa Kool Hai Hum,2005,TV-MA,165 min,"Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",203,Marie Tulloch,1245,203,"Abshire, Reichel and Wiza",2001,933,Best Movie
90481,Kelly Fremon Craig,353,Movie,The Edge of Seventeen,2016,R,105 min,"Comedies, Dramas",A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,353,Olin Kittoe,1324,353,Schneider Inc,1987,1378,Best Script
90498,,618,TV Show,Young Royals,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",618,Darcey Schwerin,1915,618,"Lebsack, Considine and Collier",2006,172,Best Song
91165,Toshiya Shinohara,55,Movie,InuYasha the Movie: Affections Touching Across Time,2001,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies","A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.",55,Mab Abate,1654,55,Graham LLC,2008,857,Best Screenplay
92000,Rohit Shetty,302,Movie,Chennai Express,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,302,Melva Habishaw,732,302,"Ritchie, Schimmel and Koelpin",2005,644,Best Actor
92851,,431,TV Show,Sexy Beasts,2021,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.",431,Rodolfo Acey,470,431,Hammes-Prohaska,2008,947,Best Script
93299,,322,TV Show,Two Fathers,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.",322,Shawna Madison,486,322,"Stiedemann, Pfannerstill and Windler",1990,692,Best Song
93704,Binayak Das,418,Movie,Chhota Bheem in African Safari,2015,TV-Y7,62 min,Children & Family Movies,Bheem’s plans for an exciting African safari are interrupted when he finds that an evil ruler is using magical powers to cause drought through the land.,418,Kizzie Hilldrop,1100,418,Graham and Sons,1996,184,Best Song
93992,,515,TV Show,Cuckoo,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",515,Towney Upwood,169,515,Littel-Stamm,1999,827,Best Song
94156,,402,TV Show,Sky Rojo,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",A fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen.,402,Concordia Demogeot,1296,402,Crooks Inc,2010,98,Best Screenplay
94314,Peter Winther,308,Movie,Aftermath,2021,TV-MA,115 min,Horror Movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",308,Noak De Nisco,1484,308,"Bednar, Volkman and Christiansen",2008,553,Best Album
94877,,479,TV Show,Biohackers,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,479,Malynda Felder,952,479,Auer Inc,2006,714,Best Actress
95076,Milan Luthria,210,Movie,Once Upon a Time in Mumbai Dobaara!,2013,TV-14,142 min,"Dramas, International Movies, Music & Musicals","This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control.",210,Stavros Ladbury,1164,210,Strosin-Keeling,2001,610,Best Screenplay
95900,,99,TV Show,Octonauts: Above & Beyond,2021,TV-Y,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",99,Brew Sandifer,701,99,"Kuhn, Auer and Romaguera",1999,938,Best Actor
95928,,332,TV Show,Darwin’s Game,2020,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",High schooler Kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other.,332,Marjorie Alwen,1971,332,Lind-Haley,2005,436,Best Song
95988,Wolfgang Petersen,170,Movie,Poseidon,2006,PG-13,98 min,"Action & Adventure, Dramas","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",170,Editha Roder,1081,170,"Graham, O'Keefe and Lemke",1995,380,Best Actor
